model,sentence,true_label,pred_label,error_categories,primary_category
Finistral-7B-LoRA,"Turkish banks refuse to lend to Istanbul, hey here's an idea: let's open it up to the European idiots who will buy… https://t.co/oimo5fD1IB",negative,neutral,other,other
Finistral-7B-LoRA,Videoconferences Zoom Toward Market-Boom Reckoning. https://t.co/kbPZdZj8DF #stocks #trading #economy,negative,positive,other,other
Finistral-7B-LoRA,.@JimCramer breaks down what this blowout jobs number is saying about the economy at large: https://t.co/c9cby6UgZD https://t.co/l12THHHGDJ,neutral,positive,other,other
Finistral-7B-LoRA,3 Companies That Are Raising Their Dividends,neutral,positive,other,other
Finistral-7B-LoRA,3 Lagging Long Ideas That We Still Love. https://t.co/4Lq29yLh6D #stocks #trading #markets,neutral,positive,other,other
Finistral-7B-LoRA,"Accident Deaths Plunge Drastically In Few States, Union Territories Post New Motor Act: Government",neutral,positive,other,other
Finistral-7B-LoRA,Almost 1 in 5 Millennials Think They'll Be Paying Student Loans in Their 50s,neutral,negative,other,other
Finistral-7B-LoRA,Another coal-fired power plant closes its doors,neutral,positive,other,other
Finistral-7B-LoRA,"Basking in the glow of a luxury-goods deal, Burberry boosts London stocks https://t.co/MTuHyI5ysO",neutral,positive,other,other
Finistral-7B-LoRA,"Brazil's Afro-Brazilians are beginning to get their due, says @macmargolis (via @bopinion) https://t.co/tezavhCp6r",neutral,positive,other,other
Finistral-7B-LoRA,Brief calm in Hong Kong is over,neutral,negative,other,other
Finistral-7B-LoRA,"Car Rams Israelis, Palestinians Die in Post-Trump Plan Violence",neutral,negative,other,other
Finistral-7B-LoRA,CH Robinson's Growth Is Fueled By Tech Investment,neutral,positive,other,other
Finistral-7B-LoRA,China Scrutinizes U.S. Bid to Control Chinese Chipmaker,neutral,negative,other,other
Finistral-7B-LoRA,"Coronavirus continues to spread, retailers are feeling the impact",neutral,negative,other,other
Finistral-7B-LoRA,Coronavirus Threat Looms Over Fragile African Health Systems,neutral,negative,other,other
Finistral-7B-LoRA,Does the stock market even need a U.S.-China trade deal with the jobs report this hot? https://t.co/WZnyfq6jp8,neutral,positive,other,other
Finistral-7B-LoRA,Explains the recent put buying or part of the reason?,neutral,negative,other,other
Finistral-7B-LoRA,"French Private Equity Has a Problem With Equality, Firms Warned",neutral,negative,other,other
Finistral-7B-LoRA,Fresh tensions over USMCA enforcement?,neutral,negative,other,other
Finistral-7B-LoRA,"Guyana defends Exxon deal, attacks critics",neutral,positive,other,other
Finistral-7B-LoRA,"Heavy coffee drinkers live longer, study says. ☕: https://t.co/90JAiq6Dpo https://t.co/dZAiT3pjsb",neutral,positive,other,other
Finistral-7B-LoRA,"Helping to build new airports was a natural next step in creating a better flying experience for customers, says De… https://t.co/n67VG7MVhr",neutral,positive,other,other
Finistral-7B-LoRA,Hong Kong Protesters Clash With Police as Lam Visits Beijing,neutral,negative,other,other
Finistral-7B-LoRA,"Hong Kong Protesters Get A Win, Setting Stage For Foggy China Relations",neutral,positive,other,other
Finistral-7B-LoRA,I think Billions jumped the shark a season ago.,neutral,negative,other,other
Finistral-7B-LoRA,In case you need another reason to delete your Facebook: https://t.co/SGVxYSwjo0,neutral,negative,other,other
Finistral-7B-LoRA,"Iran to Seek Advanced Arms as UN Embargo Expires, Pentagon Says",neutral,negative,other,other
Finistral-7B-LoRA,Is this the end of the road for Uber in London? https://t.co/D8QDe2OkRd,neutral,negative,other,other
Finistral-7B-LoRA,"John B. Sanfilippo & Son, Inc. Mourns the Passing of Former Chairman and CEO, Jasper B. Sanfilippo, Sr.",neutral,negative,other,other
Finistral-7B-LoRA,Launch of new generic drugs in U.S. still lags - WSJ,neutral,negative,other,other
Finistral-7B-LoRA,Major League Baseball Is Ushering in a New Era of Sports Streaming,neutral,positive,other,other
Finistral-7B-LoRA,Ministers risk NHS pension tax breach in bid to avert pre-poll crisis https://t.co/hw8VhL3IgU,neutral,negative,other,other
Finistral-7B-LoRA,Myanmar Asks Tour Firms to Suspend Services for Chinese Visitors,neutral,negative,other,other
Finistral-7B-LoRA,Nevada casinos record big Super Bowl win,neutral,positive,other,other
Finistral-7B-LoRA,New Dungeons & Dragons game announced,neutral,positive,other,other
Finistral-7B-LoRA,New Special Effects Lighting at Aviva Stadium Takes Entertainment Experience to the Next Level,neutral,positive,other,other
Finistral-7B-LoRA,"New York Knicks fire head coach David Fizdale, report says https://t.co/SjxbaVIfmR",neutral,negative,other,other
Finistral-7B-LoRA,One of the largest coal-fired power plants in the Western US has just closed for good,neutral,positive,other,other
Finistral-7B-LoRA,One of the world's rarest butterflies is thriving in an unlikely place: a military artillery range https://t.co/D262xE8iFP,neutral,positive,other,other
Finistral-7B-LoRA,Partnering with Costco is the latest major expansion for Beyond Meat https://t.co/TEcFCWg7Ej,neutral,positive,other,other
Finistral-7B-LoRA,Record Demand For Fixed Income ETFs,neutral,positive,other,other
Finistral-7B-LoRA,Resumen: ProAmpac y nkd LIFE son reconocidos en los premios mundiales de la innovación en bebidas,neutral,positive,other,other
Finistral-7B-LoRA,"Romania's health-care system is one of the worst in Europe, so much so that a team of people took matters into thei... https://t.co/dkQoUmUia4",neutral,negative,other,other
Finistral-7B-LoRA,Saudi Arabia arrested at least 8 intellectuals last week as it extended a crackdown on political dissent https://t.co/Da4AfKxDMn,neutral,negative,other,other
Finistral-7B-LoRA,Tension in Hong Kong simmers on,neutral,negative,other,other
Finistral-7B-LoRA,The companies all deserve credit for conscientiously reconsidering the consequences of their design choices https://t.co/U8xZNmVfZQ,neutral,positive,other,other
Finistral-7B-LoRA,The consequences of ultra-low US unemployment https://t.co/sfRBlPKbuY,neutral,positive,other,other
Finistral-7B-LoRA,The Markets Speak: The Lesson Has Been Harsh. https://t.co/89QRsOfn53 #business #stocks #stockmarket,neutral,negative,other,other
Finistral-7B-LoRA,There are 'a lot of predators' in the fashion industry: Kathy Ireland,neutral,negative,other,other
Finistral-7B-LoRA,Tiger Woods and U.S. Team Score Another Presidents Cup Win,neutral,positive,other,other
Finistral-7B-LoRA,Time to drive pensions sharks out of the water for good https://t.co/0B8FXfEjvI,neutral,positive,other,other
Finistral-7B-LoRA,Two More Bankers Arrested in Germany Over Tax Scandal Investigation,neutral,negative,other,other
Finistral-7B-LoRA,Venture capitalists are embracing direct listings and curbing fees for bankers https://t.co/Xm3d9qsGhl,neutral,positive,other,other
Finistral-7B-LoRA,Virus Hits Hong Kong Insurers Already Reeling From Protests,neutral,negative,other,other
Finistral-7B-LoRA,"When companies buy their own shares, executives are quick to cash out https://t.co/19bF83Xoi7 via @BW",neutral,negative,other,other
Finistral-7B-LoRA,why macro funds are shutting down left and right https://t.co/gVYowOBmqe,neutral,negative,other,other
Finistral-7B-LoRA,Why the Coronavirus Is Making It Cheaper to Fuel Planes,neutral,positive,other,other
Finistral-7B-LoRA,Why This Is a Huge Win Against Prostate Cancer,neutral,positive,other,other
Finistral-7B-LoRA,A year in which the IPO market sobered up https://t.co/bgpuGK5XpJ,neutral,negative,other,other
Finistral-7B-LoRA,Fortinet Makes an Acquisition for One of the Fastest-Growing Segments of Cybersecurity,neutral,positive,other,other
Finistral-7B-LoRA,"Inszone Insurance Acquires James Swiniuch Agency, Inc",neutral,positive,other,other
Finistral-7B-LoRA,Alphabet Seeks Quiet End to Investor Suits Over Sex Harassment,neutral,positive,other,other
Finistral-7B-LoRA,"Amazon seeks to depose Trump, Esper in lawsuit over cloud computing contract",neutral,negative,other,other
Finistral-7B-LoRA,"California to stop buying GM, Toyota and Fiat Chrysler vehicles over emissions fight",neutral,negative,other,other
Finistral-7B-LoRA,CN meets U.S. federal requirement to operate Positive Train Control on all required tracks ahead of schedule  https://t.co/79kRLNp5Ip,neutral,positive,other,other
Finistral-7B-LoRA,Department of Justice Blames China for Equifax Data Breach: What You Need to Know,neutral,negative,other,other
Finistral-7B-LoRA,DOJ moves to scrap decades-old movie distribution rules,neutral,positive,other,other
Finistral-7B-LoRA,DOJ seeks to reverse the ruling against Qualcomm,neutral,positive,other,other
Finistral-7B-LoRA,NEW: Teva and other generic drugmakers have held talks with the U.S. about resolving a long-running probe of allege… https://t.co/CmycwwREYa,neutral,positive,other,other
Finistral-7B-LoRA,Roche's Small Spark Deal Holds a Big Regulatory Warning,neutral,negative,other,other
Finistral-7B-LoRA,BlackRock slashes stake in Peabody Energy,neutral,negative,other,other
Finistral-7B-LoRA,CBS and Viacom to close merger on Dec. 4,neutral,positive,other,other
Finistral-7B-LoRA,Duravant To Acquire WECO,neutral,positive,other,other
Finistral-7B-LoRA,Edgewell Personal Care is ditching its bid to acquire shaving-supply maker Harry's -- reminding big consumer compan… https://t.co/WIlJz1fbNc,neutral,negative,other,other
Finistral-7B-LoRA,EVI Industries to acquire Commercial Laundry Equipment Company,neutral,positive,other,other
Finistral-7B-LoRA,Exclusive: Daimler seeks majority control of its main China joint venture - sources,neutral,positive,other,other
Finistral-7B-LoRA,Formula Systems acquires Unique Software Industries,neutral,positive,other,other
Finistral-7B-LoRA,France's LVMH close to buying Tiffany after sweetening offer: sources https://t.co/5HyHxPhyqL https://t.co/eofnMyZ54Q,neutral,positive,other,other
Finistral-7B-LoRA,Harsco (HSC) to Buy Stericycle's Environmental Solutions,neutral,positive,other,other
Finistral-7B-LoRA,HP reiterates its rejection of Xerox's offer to buy the company https://t.co/9qYk413PZE https://t.co/WLdlx9gnjf,neutral,negative,other,other
Finistral-7B-LoRA,IBP scoops up Premier Building Supply,neutral,positive,other,other
Finistral-7B-LoRA,"Mairs and Power Sells UPS, Abbott Labs",neutral,negative,other,other
Finistral-7B-LoRA,Mall Operator Simon Property Buying a Major Competitor,neutral,positive,other,other
Finistral-7B-LoRA,Mediawan Acquires the Black Dynamite Label to Expand Its Premium Documentary Offer,neutral,positive,other,other
Finistral-7B-LoRA,MGM officially in pursuit of Osaka casino,neutral,positive,other,other
Finistral-7B-LoRA,"PayPal has struck a deal to acquire Honey, a shopping platform that offers online shoppers discounts and rewards, f… https://t.co/D9FqQbl3Tb",neutral,positive,other,other
Finistral-7B-LoRA,Shell to buy operating stakes in three oil blocks offshore Colombia,neutral,positive,other,other
Finistral-7B-LoRA,"Simon's Taubman Deal Shows Mall REITs Undervalued, Analyst Says",neutral,positive,other,other
Finistral-7B-LoRA,"U.S. Fed approves merger between BB&T, SunTrust Banks",neutral,positive,other,other
Finistral-7B-LoRA,UPDATE 1-PSA trade unions give the nod to merger with Fiat,neutral,positive,other,other
Finistral-7B-LoRA,"WhiteWater Express Acquires Quick N Clean Location, Launching Dedicated Expansion Into Austin",neutral,positive,other,other
Finistral-7B-LoRA,US Proved Oil & Gas Reserves Hit New Record High,negative,positive,other,other
Finistral-7B-LoRA,"Austria is planning the first steps to restart its economy as soon as next week, the first European country to do so https://t.co/wpN1WMrcW5",positive,neutral,other,other
Finistral-7B-LoRA,"Before the coronavirus struck, U.S. job openings stood at nearly 7 million https://t.co/gEijFZ3crn",neutral,positive,other,other
Finistral-7B-LoRA,China and U.S. 'very close' to phase one trade deal - Global Times https://t.co/t4idLxj9Bz https://t.co/oLkqruR3gU,neutral,positive,other,other
Finistral-7B-LoRA,India Plans Incentives to Bring In Foreign Manufacturers From Tesla to Glaxo,neutral,positive,other,other
Finistral-7B-LoRA,Kenya trade deal seen helping apparel industry,neutral,positive,other,other
Finistral-7B-LoRA,Mexico's economy minister tries to dispel concerns over labor reform #economy #MarketScreener… https://t.co/dZ3UhEBzkv,neutral,positive,other,other
Finistral-7B-LoRA,Personal Consumption Driving U.S. Market: BBH's Clemons (Radio),neutral,positive,other,other
Finistral-7B-LoRA,The U.S. and China are reportedly taking steps to delay the next round of American tariffs set for Sunday as they s… https://t.co/HWzU8RAkIt,neutral,positive,other,other
Finistral-7B-LoRA,U.S. consumer credit increased at faster pace in February https://t.co/VvjV1lEi7x,neutral,positive,other,other
Finistral-7B-LoRA,Richmond Fed Business Survey Shockingly Rises... Here's Why  https://t.co/c4DsjNAHPS,neutral,positive,other,other
Finistral-7B-LoRA,"Stock Market Update: Asia closes mixed, Asia trades lower",negative,neutral,other,other
Finistral-7B-LoRA,"Trade, U.S. Elections Are Top Market Risks, Says Goldman Sachs's Moe",negative,neutral,other,other
Finistral-7B-LoRA,Stock Market Update: Stock market drifts in record territory,positive,neutral,other,other
Finistral-7B-LoRA,"Stock-index futures extend gains after jobless claims, productivity data",positive,neutral,other,other
Finistral-7B-LoRA,"As Stocks Soar, Credit Markets Are Starting To CCCrack https://t.co/hitGrlXQTA",neutral,negative,other,other
Finistral-7B-LoRA,At Least One Republican Still Knows Right From Wrong,neutral,positive,other,other
Finistral-7B-LoRA,Buttigieg officially wins largest delegate count at Iowa,neutral,positive,other,other
Finistral-7B-LoRA,Corbyn effect? British utility debt boosted by nationalisation bet,neutral,positive,other,other
Finistral-7B-LoRA,Gloves Off In the Dem Primary,neutral,negative,other,other
Finistral-7B-LoRA,"Hong Kong, China, And U.K. Election Hopes Fan Modest Risk-Taking. Read more and sign up for updates:… https://t.co/NezVnEBTQu",neutral,positive,other,other
Finistral-7B-LoRA,House Democrats roll out articles of impeachment against Trump https://t.co/HRjKKXqIUZ,neutral,negative,other,other
Finistral-7B-LoRA,"Irish PM Varadkar Set to Lose Power, Betting Odds Signal",neutral,negative,other,other
Finistral-7B-LoRA,"Joe Leahy: The elections in Hong Kong are unlikely to put a stop to the months of often violent demonstrations
https://t.co/qkkbaHCyhm",neutral,negative,other,other
Finistral-7B-LoRA,Pete Buttigieg sees surge in support from business execs after his strong showing in Iowa https://t.co/ZFfMXbQuBV,neutral,positive,other,other
Finistral-7B-LoRA,Trump calls meeting with Powell 'very good' and 'cordial',neutral,positive,other,other
Finistral-7B-LoRA,Trump Fed nominee Shelton hits bipartisan skepticism in Senate hearing #economy #MarketScreener… https://t.co/4n59nUtFe3,neutral,negative,other,other
Finistral-7B-LoRA,Asia Pacific Foundation of Canada Welcomes Former New Brunswick Premier Brian Gallant to Board of Directors  https://t.co/OMcgWrDq05,neutral,positive,other,other
Finistral-7B-LoRA,Credit Suisse CEO Thiam Exits in Shock Reversal After Scandal,neutral,negative,other,other
Finistral-7B-LoRA,Fiesta Restaurant Group adds hedge fund exec to board,neutral,positive,other,other
Finistral-7B-LoRA,First Reserve names two new managing directors in latest promotions,neutral,positive,other,other
Finistral-7B-LoRA,Jefferies poaches more staff from CLSA to boost Asia expansion https://t.co/x2dQ6I9HM2,neutral,positive,other,other
Finistral-7B-LoRA,"Sunniva President, Board Director Resign Weeks After CFO Departure",neutral,negative,other,other
Finistral-7B-LoRA,Tesla Loses Its Third General Counsel in the Course of a Year,neutral,negative,other,other
Finistral-7B-LoRA,3 Lord Abbett Funds to Snap Up Now,neutral,positive,other,other
Finistral-7B-LoRA,3 Surprising Stocks Hitting New Lows Last Week,neutral,negative,other,other
Finistral-7B-LoRA,Big day for Cronos Group after Altria filing,neutral,positive,other,other
Finistral-7B-LoRA,J&J Brand Most Valuable Among Pharmaceutical Companies,neutral,positive,other,other
Finistral-7B-LoRA,Options Trader Bets on Monster Micron Move,neutral,positive,other,other
Finistral-7B-LoRA,Stock Market News: Netflix Climbs on Subscriber Data; Johnson & Johnson Looks Healthy,neutral,positive,other,other
Finistral-7B-LoRA,"Central banks don’t have as much monetary policy power as they used to, former BOE policy maker Ian McCafferty says https://t.co/LjFUOi4x2A",neutral,negative,sarcasm_irony,sarcasm_irony
Finistral-7B-LoRA,Zambia’s kwacha staged a comeback on Tuesday after the central bank raised the amount of funds that commercial lend… https://t.co/oS097rGn8S,neutral,positive,sarcasm_irony,sarcasm_irony
Finistral-7B-LoRA,Aivo’s Conversational AI Bot Now Available on Genesys AppFoundry,neutral,positive,sarcasm_irony,sarcasm_irony
Finistral-7B-LoRA,Encantos Partners With Award-Winning Chef Aliya LeeKong to Develop New Food-Inspired Preschool Brand ISSA’S EDIBLE ADVENTURES™,neutral,positive,sarcasm_irony,sarcasm_irony
Finistral-7B-LoRA,Google Stadia review: The game streaming service works — but it’s missing key features,neutral,negative,sarcasm_irony,sarcasm_irony
Finistral-7B-LoRA,Heard on the Street: Dubai shows up Boeing’s wide-body woes https://t.co/Jla8Ap1CJm,neutral,negative,sarcasm_irony,sarcasm_irony
Finistral-7B-LoRA,PG&E’s Bid to Save Bankruptcy Plan Can Skip State Approval,neutral,positive,sarcasm_irony,sarcasm_irony
Finistral-7B-LoRA,The Euro Is A Structural Short As BoJo’s Landslide Victory Ensures The U.K.’s Exit From the E.U.,negative,positive,sarcasm_irony,sarcasm_irony
Finistral-7B-LoRA,‘This is the most prosperous economy the world has ever seen’ says Jamie Dimon — and it’s going to continue https://t.co/Y6gkuTBby5,neutral,positive,sarcasm_irony,sarcasm_irony
Finistral-7B-LoRA,America isn’t ready for longer lifespans,neutral,negative,sarcasm_irony,sarcasm_irony
Finistral-7B-LoRA,"As relations between the U.S. and China continue to deteriorate, one immediate risk is a “military accident or oper… https://t.co/N2fewJJeQc",neutral,negative,sarcasm_irony,sarcasm_irony
Finistral-7B-LoRA,Australians Love Rooftop Panels. That’s a Problem for Big Solar,neutral,negative,sarcasm_irony,sarcasm_irony
Finistral-7B-LoRA,China’s Drug Patent Grab Makes Coronavirus Scary for Pharma,neutral,negative,sarcasm_irony,sarcasm_irony
Finistral-7B-LoRA,Death of a Hero Doctor Sparks Crisis of Confidence in Xi’s China,neutral,negative,sarcasm_irony,sarcasm_irony
Finistral-7B-LoRA,"Dennis Gartman, who’s closing down his daily newsletter, had some parting advice for investors: sell https://t.co/GwcaDQjWJJ",neutral,negative,sarcasm_irony,sarcasm_irony
Finistral-7B-LoRA,"Despite the Talk of Coal’s Demise, It Still Powers the World",neutral,positive,sarcasm_irony,sarcasm_irony
Finistral-7B-LoRA,Ex-JPMorgan Banker’s Career Gamble Pays Off in Muni-Bond Blitz,neutral,positive,sarcasm_irony,sarcasm_irony
Finistral-7B-LoRA,"Highlight: “When growth is scarce, investors seem very willing to pay up for growth stock"" @PNCBank's… https://t.co/rO4fBOkBG9",neutral,positive,sarcasm_irony,sarcasm_irony
Finistral-7B-LoRA,Highlight: “When you don’t have organic growth because of overall economic activity on a global basis kind of being… https://t.co/E9BPwBKx5E,neutral,negative,sarcasm_irony,sarcasm_irony
Finistral-7B-LoRA,Inovalon’s stock renaissance returns CEO to the billionaire club https://t.co/0ebuLqVjDs,neutral,positive,sarcasm_irony,sarcasm_irony
Finistral-7B-LoRA,New England Patriots acknowledge team video crew filmed opposing team’s sideline during game https://t.co/Hrrt5qmCsT,neutral,negative,sarcasm_irony,sarcasm_irony
Finistral-7B-LoRA,Real estate secondaries: Deals where ‘both parties walk away happy’,neutral,positive,sarcasm_irony,sarcasm_irony
Finistral-7B-LoRA,Stocks Are Writing Checks the Economic Data Can’t Cash,neutral,negative,sarcasm_irony,sarcasm_irony
Finistral-7B-LoRA,"The New England Patriots admitted that a crew last Sunday ""unknowingly violated a league policy by filming the fiel… https://t.co/3VK3izjuim",neutral,negative,sarcasm_irony,sarcasm_irony
Finistral-7B-LoRA,Waiting for your Equifax settlement cash? Don’t hold your breath https://t.co/60naM4i2NO,neutral,negative,sarcasm_irony,sarcasm_irony
Finistral-7B-LoRA,Why some critics are questioning KKR’s ‘responsible investing’ posture https://t.co/XcwjDUvvDQ,neutral,negative,sarcasm_irony,sarcasm_irony
Finistral-7B-LoRA,Wuhan Doctor’s Death A Massive Headwind For China Coronavirus Sentiment,neutral,negative,sarcasm_irony,sarcasm_irony
Finistral-7B-LoRA,"JetBlue founder was a ""death knell"" for this Canada carrier, a lawsuit says https://t.co/14JYSa5ahV",neutral,negative,sarcasm_irony,sarcasm_irony
Finistral-7B-LoRA,Yum! Tries to Reboot Slumping Pizza Hut,neutral,positive,sarcasm_irony,sarcasm_irony
Finistral-7B-LoRA,Merkel Demands an End to CDU’s ‘Unforgivable’ Far-Right Deal,neutral,negative,sarcasm_irony,sarcasm_irony
Finistral-7B-LoRA,Erik Prince’s FSG Quits Mozambique Oil and Gas Logistics Venture,neutral,negative,sarcasm_irony,sarcasm_irony
Finistral-7B-LoRA,This Dividend Hero’s Too Cheap To Miss Right Now,neutral,positive,sarcasm_irony,sarcasm_irony
